offset,address,score,action_hits,trials,control_hits,consistency,checklist_status,checklist_label,transitions
26036,7E:65B4,20.0,1,5,0,1.0,,,11->10 x1
26037,7E:65B5,20.0,1,5,0,1.0,,,10->11 x1
26047,7E:65BF,20.0,1,5,0,1.0,,,00->01 x1
26178,7E:6642,20.0,1,5,0,1.0,,,00->01 x1
26367,7E:66FF,20.0,1,5,0,1.0,,,00->01 x1
26368,7E:6700,20.0,1,5,0,1.0,,,01->00 x1
26406,7E:6726,20.0,1,5,0,1.0,,,21->20 x1
26407,7E:6727,20.0,1,5,0,1.0,,,00->01 x1
26408,7E:6728,20.0,1,5,0,1.0,,,01->00 x1
26409,7E:6729,20.0,1,5,0,1.0,,,00->01 x1
26418,7E:6732,20.0,1,5,0,1.0,,,00->01 x1
26459,7E:675B,20.0,1,5,0,1.0,,,00->01 x1
26498,7E:6782,20.0,1,5,0,1.0,,,01->00 x1
26937,7E:6939,20.0,1,5,0,1.0,,,31->30 x1
26977,7E:6961,20.0,1,5,0,1.0,,,00->01 x1
27017,7E:6989,20.0,1,5,0,1.0,,,01->00 x1
27190,7E:6A36,20.0,1,5,0,1.0,,,21->20 x1
27230,7E:6A5E,20.0,1,5,0,1.0,,,20->21 x1
27290,7E:6A9A,20.0,1,5,0,1.0,,,00->01 x1
27291,7E:6A9B,20.0,1,5,0,1.0,,,01->00 x1
27338,7E:6ACA,20.0,1,5,0,1.0,,,00->01 x1
27376,7E:6AF0,20.0,1,5,0,1.0,,,01->00 x1
66838,7F:0516,20.0,1,5,0,1.0,,,B0->A0 x1
66840,7F:0518,20.0,1,5,0,1.0,,,90->A0 x1
10563,7E:2943,16.0,1,5,1,1.0,,,80->00 x1
10567,7E:2947,16.0,1,5,1,1.0,,,80->00 x1
10719,7E:29DF,16.0,1,5,1,1.0,,,0D->0E x1
10723,7E:29E3,16.0,1,5,1,1.0,,,20->1F x1
25583,7E:63EF,16.0,1,5,1,1.0,,,11->10 x1
26115,7E:6603,16.0,1,5,1,1.0,,,10->11 x1
26156,7E:662C,16.0,1,5,1,1.0,,,01->00 x1
26195,7E:6653,16.0,1,5,1,1.0,,,00->01 x1
26258,7E:6692,16.0,1,5,1,1.0,,,00->01 x1
26370,7E:6702,16.0,1,5,1,1.0,,,01->00 x1
26978,7E:6962,16.0,1,5,1,1.0,,,01->00 x1
27292,7E:6A9C,16.0,1,5,1,1.0,,,01->00 x1
10643,7E:2993,14.0,2,5,3,0.5,,,"04->02 x1, 02->04 x1"
10675,7E:29B3,14.0,2,5,3,0.5,,,"00->02 x1, 04->06 x1"
10683,7E:29BB,14.0,2,5,3,0.5,,,"04->02 x1, 02->04 x1"
9022,7E:233E,13.0,4,5,4,0.25,,,"90->54 x1, 56->54 x1, 50->90 x1, 54->90 x1"
10341,7E:2865,12.0,1,5,2,1.0,,,13->5D x1
10566,7E:2946,12.0,1,5,2,1.0,,,80->00 x1
10646,7E:2996,12.0,1,5,2,1.0,,,02->06 x1
10686,7E:29BE,12.0,1,5,2,1.0,,,02->06 x1
10726,7E:29E6,12.0,1,5,2,1.0,,,02->03 x1
26179,7E:6643,12.0,1,5,2,1.0,,,01->00 x1
26219,7E:666B,12.0,1,5,2,1.0,,,00->01 x1
10350,7E:286E,10.0,3,5,4,0.333,,,"02->03 x1, 04->02 x1, 01->02 x1"
10635,7E:298B,10.0,3,5,4,0.333,,,"00->02 x1, 04->06 x1, 01->00 x1"
10755,7E:2A03,4.0,1,5,4,1.0,,,15->16 x1
9044,7E:2354,0.0,5,5,5,0.2,,,"33->1C x1, DE->51 x1, E9->8F x1, 32->96 x1"
9046,7E:2356,0.0,5,5,5,0.2,,,"33->1C x1, DE->51 x1, E9->8F x1, 32->96 x1"
9051,7E:235B,0.0,5,5,5,1.0,,,00->20 x5
10349,7E:286D,0.0,5,5,5,0.2,,,"19->15 x1, 04->1D x1, 03->2B x1, 12->27 x1"
10355,7E:2873,0.0,5,5,5,1.0,,,00->20 x5
11876,7E:2E64,0.0,5,5,5,0.2,,,"09->02 x1, 10->0B x1, 2B->1D x1, 0C->34 x1"
17162,7E:430A,0.0,5,5,5,0.2,,,"32->1B x1, DD->91 x1, 4F->91 x1, 4F->95 x1"
10352,7E:2870,0.0,4,5,5,0.25,,,"01->04 x1, 02->03 x1, 03->01 x1, 04->01 x1"
